# Dataset A, B, C
9.9448,   -1.7625,   3.3222
9.0337,   0.8539,   -1.7940
9.0182,   2.2022,   -0.3601
9.2669,   2.7765,   5.0718
11.1644,   -3.3999,   2.5999
8.5478,   3.1622,   3.0298
7.1493,   3.0924,   5.7471
8.4470,   -6.4076,   -1.1913
7.4526,   2.1432,   0.2167
11.4654,   0.7912,   0.2358
6.2755,   1.6576,   5.3970
9.1101,   3.1826,   1.1542
8.2051,   1.0201,   1.7689
7.1019,   0.4649,   1.1226
6.0254,   2.6042,   -0.6186
7.5388,   -2.3919,   2.7538
6.9073,   -0.6324,   3.5966
7.8689,   -4.4216,   -0.8912
12.4880,   1.7976,   5.5396
11.9362,   -1.7288,   1.4720
10.1296,   1.5743,   -0.5779
6.1903,   3.4222,   -2.2232
8.3933,   0.7224,   4.7478
9.2923,   -1.2733,   1.2754
8.5688,   2.1136,   -3.5045
8.3423,   -4.8706,   2.2759
7.2063,   -2.2241,   4.0743
5.0277,   -3.7472,   -1.1317
8.4820,   -4.5357,   4.5137
7.7885,   -0.6695,   0.9733
6.3294,   -8.4157,   3.4497
8.1787,   -3.5573,   0.2941
10.1506,   -1.9556,   0.1581
13.3660,   -1.0085,   -3.1265
7.3622,   1.0828,   -1.3716
9.2933,   -1.7561,   -3.7713
10.8776,   -1.0046,   1.7089
6.3443,   -2.9729,   -3.6853
7.2399,   -0.9416,   3.0851
10.5245,   -1.3643,   -2.1489
10.5489,   -2.5972,   -0.5281
6.9117,   3.5801,   3.8361
7.3310,   -1.6663,   5.2846
6.1023,   -6.1838,   -3.8633
10.6906,   0.1516,   -0.7920
10.7113,   0.1897,   3.3295
8.5834,   -2.6895,   -1.6149
8.5218,   -5.5179,   -1.1724
8.4764,   3.8219,   4.0603
9.7896,   5.3310,   2.2614
8.6645,   -0.9683,   -0.0879
5.2210,   2.1030,   -3.7701
7.1556,   -2.5419,   3.5096
8.5028,   -5.9169,   5.7392
8.9079,   -3.1107,   -1.0186
7.8814,   -0.4604,   4.6883
10.8902,   2.7744,   -0.9737
3.3496,   4.8246,   4.3289
8.3241,   -1.2702,   -0.2751
7.9410,   2.2081,   4.9071
7.8546,   0.8983,   0.8960
10.6846,   3.4298,   3.2071
6.5099,   3.8797,   2.0135
4.9970,   -2.6235,   -1.8179
6.9012,   4.0195,   5.2460
7.8671,   -1.8737,   5.7725
6.1763,   -0.6126,   5.0367
9.2709,   -2.5667,   1.7140
6.1723,   1.1052,   5.7576
8.1563,   1.2503,   -3.0523
5.9137,   -1.9326,   -0.5250
10.8929,   -1.6444,   5.3441
8.5243,   -1.3942,   0.6673
7.9931,   -1.4578,   0.2881
9.8564,   -0.0585,   -1.2504
3.2397,   -0.4870,   -2.9563
6.6024,   0.3620,   5.6615
8.5981,   -3.9517,   4.9104
6.1375,   0.4098,   0.1176
9.8027,   -2.1308,   4.5827
8.8426,   -2.6626,   2.7795
7.3143,   -3.9457,   -2.8411
7.7075,   -1.2479,   -0.7668
5.7267,   1.7651,   2.5549
9.9581,   1.7438,   -2.5422
8.2936,   -4.3859,   -3.9312
7.2797,   2.6548,   5.8731
9.0734,   4.2620,   3.1841
7.6091,   4.3175,   4.0124
7.2209,   -0.8147,   -2.1609
9.5057,   1.5052,   -0.8274
6.8375,   4.9759,   4.8410
7.5104,   -4.7994,   0.8362
12.0680,   1.8334,   0.9382
4.2311,   2.7106,   -2.5435
10.4406,   -1.5437,   0.7053
8.4265,   0.5957,   -1.4664
9.2509,   3.0332,   -2.4795
8.2509,   -1.5980,   -1.3486
9.3023,   -2.1033,   -1.0924
5.1812,   0.3655,   -0.0274
8.9230,   1.9504,   0.2351
8.1450,   -4.0486,   -3.1528
4.7568,   1.1457,   5.6078
8.6896,   -10.2723,   -0.9603
7.9666,   -5.5173,   1.8639
5.1175,   -0.3100,   5.9391
8.7789,   1.8209,   -3.6648
6.3602,   -2.9454,   -3.7804
8.9837,   -1.6103,   1.2354
9.1715,   -3.5607,   -0.9695
9.1603,   -0.0481,   -1.9100
12.1133,   -0.8859,   -1.2439
7.6953,   1.9488,   2.5032
4.0802,   -5.4038,   -3.3894
8.6746,   0.6749,   5.2514
6.6222,   -1.0436,   -2.6851
6.8700,   0.1032,   5.2568
5.8090,   1.5831,   -3.6293
9.3029,   2.8929,   3.4530
10.6480,   -0.0350,   -1.8074
10.2664,   1.2880,   -1.8849
4.0129,   3.1742,   5.5298
12.2281,   0.0690,   -1.7478
8.1377,   -2.0579,   -0.2087
3.0656,   3.3067,   3.0148
4.9388,   -0.7413,   -3.0608
9.9789,   5.0302,   0.3013
7.0175,   3.2009,   3.8162
4.4478,   2.3924,   5.2292
5.3293,   0.3432,   5.8952
9.2878,   -0.6295,   2.2978
8.0385,   -0.1650,   -0.0454
10.6724,   -0.1185,   4.1014
5.9281,   2.7716,   0.1806
6.3923,   -1.1054,   1.8258
8.4888,   -0.0717,   -2.8969
9.0571,   1.7372,   0.1125
12.3570,   0.2633,   -2.7871
10.2429,   -2.3431,   -3.9409
6.8005,   -1.6723,   3.4639
7.7789,   0.4972,   -3.7401
9.3542,   -0.2120,   -0.7531
7.2911,   -3.7727,   0.2471
4.4310,   -2.5282,   3.3553
8.1822,   -2.2106,   2.2079
9.7952,   -2.7012,   -0.2852
9.4134,   -0.7152,   1.0114
7.5932,   -0.3707,   -3.0235
7.4345,   1.1943,   -2.2881
9.8595,   -1.9254,   2.3391
6.2272,   0.8268,   1.0094
6.8106,   2.3034,   5.3340
11.1790,   4.4866,   2.7440
10.0256,   1.6085,   -2.7593
11.4042,   5.0011,   4.6986
8.4852,   3.2041,   -2.6536
6.5704,   -3.3438,   1.2877
7.7059,   2.8674,   4.2892
9.5684,   1.2488,   5.3586
5.5619,   0.8645,   -0.0231
10.7220,   -0.7017,   -2.1427
10.7607,   -1.2712,   4.4990
4.7088,   4.3012,   2.6902
6.9612,   2.5185,   1.1660
9.4353,   4.2290,   0.2458
9.0970,   3.3975,   -0.2529
9.4857,   5.2343,   1.1906
10.5256,   -0.1960,   5.3009
2.5153,   -0.1435,   3.0644
7.8593,   -0.4183,   0.5053
10.3616,   0.8234,   2.9916
10.1609,   2.0821,   5.8994
11.6746,   1.3033,   1.9899
5.7468,   0.3226,   1.5012
8.3254,   -1.2629,   2.5647
11.6895,   10.3557,   7.8785
9.6234,   8.9481,   1.3082
8.0948,   7.3517,   -1.4799
5.0193,   8.7557,   6.5272
8.7987,   8.8078,   1.0047
5.0897,   5.0397,   4.9958
12.8684,   9.2427,   0.8936
9.9309,   10.2037,   0.5972
7.6481,   8.2213,   -2.5366
6.9768,   8.3698,   3.2333
7.7486,   6.3743,   1.9099
7.8142,   5.7726,   -0.9073
7.1834,   9.6129,   1.1760
9.3267,   7.4692,   -0.9924
8.6741,   7.1149,   0.7917
10.5784,   8.6874,   -0.5354
6.9405,   10.9606,   -0.2088
9.6739,   7.1422,   -1.2478
10.1494,   4.2693,   5.3185
6.7309,   8.1336,   1.0201
2.8961,   10.5547,   4.6434
6.8743,   9.9962,   2.5122
6.8423,   8.4035,   3.1556
4.4642,   5.9688,   2.0130
9.3386,   5.6488,   -3.1633
9.8573,   9.5316,   2.1350
5.4568,   9.9918,   1.2527
5.5446,   5.7912,   -1.6959
8.3954,   7.9047,   -0.1497
6.6549,   7.5758,   1.1232
7.9763,   9.4032,   1.2424
6.7980,   7.6332,   2.3226
5.9554,   8.1083,   1.5200
9.8344,   9.2805,   6.2411
10.4730,   7.6123,   3.8343
5.5023,   9.5935,   0.4943
6.4807,   6.7576,   -2.4679
8.5416,   5.2727,   3.0239
3.9751,   3.9949,   2.0520
5.8299,   7.2503,   0.4819
9.4898,   4.6320,   6.7778
7.6516,   7.0108,   -3.7191
6.0062,   10.7222,   -6.5051
7.4427,   8.1813,   0.1710
6.8077,   10.1239,   5.9376
5.9749,   7.6063,   -0.3166
11.0507,   5.4584,   -0.4827
11.2922,   6.0672,   -1.2537
6.7039,   6.9860,   4.5763
7.5153,   11.8260,   -1.6546
9.2283,   9.5081,   2.1526
8.5305,   8.3076,   -1.1664
10.8156,   11.2153,   7.7747
10.6972,   6.0368,   -3.1351
7.5436,   5.5610,   6.3895
11.1401,   6.4321,   9.1246
7.9681,   10.6955,   7.2838
6.3619,   6.9682,   2.0040
9.4072,   8.8204,   3.4034
7.3877,   10.3754,   2.7128
9.1233,   5.0362,   -5.0373
4.5655,   8.5645,   4.4554
5.6482,   5.7724,   6.6490
4.8026,   8.1630,   -2.3939
7.2618,   5.9780,   0.4795
3.1032,   6.9862,   1.4941
8.2518,   9.0003,   3.2862
9.9993,   11.9684,   0.8490
9.5391,   9.7545,   5.3527
9.5436,   7.6301,   -0.3067
7.7051,   7.1503,   4.0795
7.6095,   8.7113,   2.1265
6.6616,   7.8693,   -3.6973
10.5278,   8.2209,   2.0138
11.0267,   8.4871,   -0.9615
7.2417,   9.5516,   -0.7353
12.7535,   10.3322,   0.4973
5.7694,   8.3629,   9.8332
10.4420,   8.6482,   2.2358
7.7789,   10.0785,   7.7553
8.9751,   7.2382,   3.6189
4.6362,   12.6213,   -5.0116
7.4263,   8.9171,   -1.1081
8.4469,   7.6938,   -2.3599
9.3694,   7.7214,   -7.7941
5.9412,   8.2096,   6.8704
8.2542,   8.5652,   5.2318
13.6525,   6.2457,   -1.4234
5.1817,   4.6318,   -3.0172
12.1275,   9.2551,   1.4692
6.6816,   7.8798,   1.4926
7.7575,   12.7250,   0.8679
8.2391,   8.1078,   -4.4149
6.5429,   7.2998,   1.9116
10.5905,   8.9639,   2.3887
9.4640,   10.1994,   -0.0630
6.1949,   11.7192,   4.1771
9.7753,   9.0880,   1.8068
6.7797,   9.4605,   -0.9586
7.3744,   6.3368,   8.6773
4.0080,   7.8939,   8.3752
6.2215,   11.0083,   -0.3490
9.1265,   6.8232,   0.8564
6.5928,   5.7483,   4.6175
8.8316,   4.2678,   -0.2672
5.7866,   8.5816,   -1.3138
9.9131,   7.0218,   3.5106
9.8531,   9.9093,   5.8235
8.6960,   7.6572,   4.9215
10.3867,   9.1796,   2.0850
12.4142,   9.3319,   2.2363
8.4207,   8.6583,   8.6270
6.8096,   10.7191,   9.5786
11.6654,   9.2108,   2.9781
7.3840,   7.3091,   -2.1400
8.2364,   6.7761,   3.4954
7.9913,   6.9088,   -0.9853
5.7291,   10.6001,   1.8240
7.9897,   8.0620,   1.1376
4.7392,   7.2080,   3.1997
8.9438,   7.6300,   6.6845
9.5409,   6.6146,   -1.6341
11.1219,   7.1064,   5.9643
3.6913,   8.9261,   7.3809
14.4270,   3.9122,   2.6929
10.0969,   4.2905,   1.4830
7.4143,   8.0189,   -4.8192
6.3353,   3.9648,   5.9008
10.8166,   8.8698,   6.7745
7.1758,   7.7168,   3.4074
1.8681,   9.0062,   -2.5303
7.7413,   9.3329,   2.3808
7.2565,   3.9579,   -0.3656
7.0625,   11.8070,   3.7195
8.5425,   7.0639,   2.6592
8.5092,   8.5826,   4.5795
11.3078,   9.2579,   -7.0910
9.9496,   6.1255,   0.6819
6.7023,   4.2758,   1.2934
11.4774,   7.6111,   -3.4007
11.3301,   4.2822,   1.8510
9.0821,   9.1994,   1.4222
7.2659,   9.3193,   7.5626
5.6822,   4.9861,   4.9801
9.6378,   11.6962,   0.2438
5.8807,   7.0041,   0.6177
10.5725,   8.3697,   2.9134
4.0696,   4.2357,   9.5501
5.8143,   7.2527,   2.8217
6.3733,   9.8854,   -0.0997
6.6650,   9.5363,   1.6389
6.9598,   9.3635,   0.5639
7.6830,   11.9047,   -3.0842
10.7743,   9.4040,   -1.6097
8.6483,   9.0055,   1.0456
6.7834,   9.4461,   7.8350
6.8194,   8.7820,   1.9397
6.8243,   6.6227,   0.1021
6.5408,   8.4620,   0.9036
7.9630,   9.9182,   2.1743
7.8201,   7.9146,   0.2689
10.7808,   10.0119,   -4.0043
10.7587,   5.4818,   3.6034
4.5814,   8.2884,   0.6687
7.1511,   7.0120,   6.9713
7.5172,   6.8193,   -1.3535
9.2108,   7.0820,   -3.1545
8.4653,   6.6410,   4.1191
4.7186,   6.9829,   6.4220
11.3795,   7.8410,   7.5084
8.1481,   10.7460,   5.7584
5.6373,   5.8442,   -2.8505
8.0696,   5.5654,   5.5819
6.3620,   10.2209,   1.8161
9.5895,   7.4655,   2.3824
4.7645,   6.1344,   -0.0923
11.8703,   5.3804,   -0.0535
10.0110,   5.2882,   -1.5469
8.5796,   6.2275,   5.5152
5.5825,   11.2204,   0.3069
8.9253,   6.7031,   4.4401
9.2386,   8.2862,   1.6341
9.6820,   4.3350,   -2.2945
4.9513,   8.9387,   1.5990
9.2151,   8.4177,   1.1898
8.6261,   7.3276,   -1.0154
10.4092,   8.2078,   1.3097
8.1794,   9.3407,   1.0358
6.6947,   9.3555,   3.7629
5.0019,   7.9066,   0.7385
12.1602,   7.0619,   5.9127
10.1569,   7.6792,   8.0414
7.5234,   6.1711,   -2.9560
7.9315,   6.8155,   8.0918
7.8218,   11.3245,   10.1428
9.7746,   6.6029,   4.5155
10.3799,   7.3490,   -1.6646
5.9844,   5.7464,   7.9765
9.5575,   12.0687,   5.3131
8.9774,   4.3824,   -2.3898
4.1133,   7.3819,   -0.7565
7.2270,   7.5157,   3.2642
9.1988,   6.2515,   0.2320
7.4696,   4.9686,   0.5852
8.4745,   8.2334,   -3.9399
9.5244,   8.7765,   0.5248
6.6892,   5.9091,   3.1626
3.7938,   11.1117,   8.5146
4.3690,   6.9526,   3.9903
7.1749,   3.8076,   3.2739
8.7528,   6.9466,   -0.0269
10.9806,   5.1013,   2.5776
4.9702,   8.5085,   0.6205
7.3764,   9.1456,   -1.7287
11.2411,   6.7003,   2.4942
6.3659,   10.6345,   1.5733
9.1350,   9.1254,   3.8728
6.1825,   6.3680,   -0.2014
8.5508,   8.0373,   2.8654
4.8467,   10.3463,   2.4964
8.8281,   7.4174,   2.0214
9.9991,   7.4988,   -0.4358
7.5084,   7.3149,   2.9208
9.0856,   11.0003,   -1.9936
8.0369,   7.0400,   3.6750
8.0625,   10.7896,   2.9353
7.4428,   6.4628,   5.0619
5.6135,   10.8624,   1.2879
8.7535,   9.7467,   1.8246
8.0590,   12.7415,   -0.5690
8.5648,   8.0060,   -0.3428
9.7475,   9.0291,   -0.4232
9.8092,   8.1362,   4.6944
7.6901,   7.6002,   0.4566
8.7321,   7.6328,   -3.0315
5.8920,   10.3915,   -0.8946
8.6547,   9.5414,   2.1250
8.1688,   7.5482,   4.3238
10.8048,   6.1611,   1.9274
6.6829,   5.8538,   0.6433
9.7028,   7.6116,   0.4970
9.4132,   5.0825,   5.8003
7.5990,   7.1243,   2.2285
10.8790,   8.4569,   0.5989
13.2192,   5.6116,   7.0514
6.7901,   10.3536,   4.7534
3.7277,   8.2943,   -0.4312
7.5906,   7.7816,   4.9550
8.8520,   6.8465,   -1.7252
6.4103,   2.9277,   1.9556
6.9632,   6.7865,   2.1950
7.9101,   8.9513,   0.7313
8.9528,   8.6846,   5.7658
8.8157,   7.2260,   2.8439
9.0657,   5.7577,   -0.9521
4.6632,   6.2316,   2.3912
6.5689,   8.9358,   5.3332
8.4843,   5.8731,   8.5179
7.6087,   10.5801,   -0.1133
6.7290,   6.8025,   -3.2314
6.9574,   8.1011,   1.1698
12.0822,   10.6175,   -0.1901
7.9795,   7.4690,   -5.7181
7.6798,   9.5261,   2.0135
9.0040,   8.9290,   -0.5195
7.1368,   9.2647,   -0.4831
4.6526,   6.3351,   2.6439
10.0738,   8.6381,   5.8724
9.2838,   12.8661,   -3.3023
9.4645,   8.3473,   7.6912
9.2866,   10.7545,   3.0961
7.7426,   8.4048,   2.9791
8.6984,   6.7921,   11.1721
7.5125,   7.5724,   2.0248
9.7338,   6.5137,   -1.6254
8.2487,   8.8582,   -3.3804
7.9640,   6.1707,   -1.8380
5.2043,   10.4701,   3.1695
7.9565,   6.1445,   -1.1988
6.8021,   6.5487,   6.4178
2.7699,   8.3652,   5.5865
7.1400,   8.0863,   5.3612
7.8881,   9.6798,   4.3683
8.7704,   6.3357,   4.4523
5.6591,   8.3847,   -2.1582
11.8713,   11.4017,   6.5225
10.6860,   3.4065,   -1.6214
6.1776,   8.6853,   4.8445
7.0222,   8.1926,   5.4149
4.7216,   11.2927,   -1.0066
5.5426,   9.0709,   -1.7133
8.3451,   6.2380,   4.0285
7.2761,   8.1558,   3.9819
5.8677,   6.1626,   -2.2779
7.8452,   5.7189,   4.0135
9.9718,   9.0395,   2.3069
6.4253,   10.9226,   0.5428
12.5591,   7.6503,   1.2079
5.1418,   9.0581,   3.3778
8.3584,   6.5578,   6.5632
8.1299,   6.1833,   -2.1360
9.2036,   5.9103,   -0.5057
6.6491,   8.2131,   4.1550
9.1504,   5.1352,   -0.4574
6.9557,   8.8288,   5.8436
9.8783,   7.8406,   -0.8022
7.4810,   6.7788,   1.4224
9.2329,   7.3036,   0.3158
6.0655,   9.5106,   -0.4283
8.3124,   8.5381,   1.2238
10.6964,   4.3965,   7.0581
10.2341,   8.1293,   0.6785
8.0854,   8.3004,   -1.5281
8.4620,   7.6793,   2.1514
8.6703,   4.0879,   6.2802
7.0224,   7.4198,   0.9150
4.9554,   8.4709,   0.4665
8.1524,   9.9273,   5.9389
6.0143,   8.1917,   -2.8760
6.3897,   6.4446,   4.6357
9.1363,   9.2873,   3.4482
10.2470,   8.7403,   2.2975
6.3295,   9.7074,   1.4378
7.5918,   7.1353,   6.3253
5.9198,   8.3027,   1.7255
7.7319,   10.3050,   2.9413
7.8300,   7.4442,   5.3364
4.0144,   9.6884,   3.4899
6.4106,   6.8154,   2.9938
7.4166,   6.5901,   -0.1431
7.1279,   6.3206,   2.7487
6.2765,   7.2436,   -1.1665
3.9174,   4.1290,   3.1632
6.6902,   8.1294,   3.1453
6.0871,   8.1038,   2.4981
10.2090,   10.0271,   -0.7609
8.6235,   7.2809,   3.6447
8.5740,   8.1679,   6.8649
4.3299,   8.8074,   -2.5930
8.2451,   7.7757,   1.0920
9.3250,   7.8714,   2.9240
8.6727,   12.0882,   -0.1480
7.8280,   9.1464,   5.9507
4.7101,   5.9112,   0.4003
8.1607,   7.3564,   4.3564
9.2374,   6.9503,   7.6391
7.2153,   7.5237,   9.2785
7.6063,   7.9221,   6.7838
6.2313,   7.9335,   6.1904
8.7856,   3.8832,   2.3521
7.9949,   8.1530,   -0.4626
7.4337,   9.7802,   0.8049
9.2787,   7.1716,   6.7769
9.5875,   7.4401,   1.7623
10.6956,   9.1284,   -0.9895
6.0452,   8.4672,   -1.6564
5.9073,   6.8776,   1.9542
10.2516,   9.9099,   3.4311
7.7771,   9.7291,   -3.1361
9.8554,   7.9327,   1.8142
11.7555,   9.2594,   0.2906
6.5870,   7.6995,   5.1417
6.1996,   11.2939,   1.5313
9.8763,   4.4704,   2.0229
7.6099,   8.9760,   1.7299
5.2845,   12.0067,   9.5316
9.2412,   9.0603,   5.9487
10.9072,   4.4312,   -1.0492
9.4564,   9.5150,   -0.9031
8.5493,   13.5556,   0.6819
9.9503,   7.3531,   1.0799
5.3345,   6.6489,   -0.0682
1.9660,   7.3187,   1.0851
5.5170,   6.8460,   1.8951
9.9533,   7.6953,   5.9804
8.5120,   12.8317,   4.9660
7.7237,   9.4182,   0.7671
10.5170,   6.7169,   5.2410
5.1293,   5.4832,   2.1592
9.8708,   8.7660,   0.3861
4.8991,   8.9294,   3.5084
11.2035,   10.2169,   -1.2128
10.6273,   7.2017,   1.6983
9.1851,   5.5892,   1.5337
11.4472,   6.2522,   0.2152
8.7297,   7.3233,   -1.4985
9.1730,   10.2028,   1.3987
9.2648,   7.5721,   0.5550
9.3461,   6.9215,   -3.1169
7.8233,   7.8852,   4.0606
9.9302,   3.5858,   -0.7756
4.3804,   8.6135,   4.8753
4.2733,   9.7588,   1.0038
6.2646,   9.6285,   2.3508
6.8449,   12.2615,   4.7043
6.9327,   10.5931,   -0.1739
10.2231,   12.3092,   5.2774
7.9449,   10.9574,   4.8409
10.3455,   10.6741,   -3.1199
8.3968,   8.0351,   -1.5362
4.2688,   6.1484,   3.7585
7.4151,   5.4101,   7.4232
5.8672,   6.9952,   3.1532
9.2246,   8.5002,   2.7310
8.1063,   7.9015,   3.6764
7.6066,   6.7041,   1.6380
8.6135,   3.8763,   2.7916
10.1711,   9.3193,   2.9613
8.0311,   7.3557,   1.8464
7.1392,   9.3467,   1.7044
7.9358,   9.0694,   2.8393
11.8358,   11.1353,   5.0417
9.9104,   6.4724,   0.9116
9.0144,   8.1523,   0.5687
9.1115,   7.7069,   -0.4968
10.3277,   6.8686,   1.6627
6.1254,   8.7294,   7.6214
5.1169,   8.8476,   0.5473
9.0492,   8.3462,   0.8466
8.9703,   8.1236,   1.1637
6.6780,   7.2609,   -0.4588
7.6571,   9.3988,   3.2017
9.3613,   6.6779,   5.8417
7.9128,   8.6354,   -0.2545
9.4835,   7.7726,   1.0836
8.1944,   8.8917,   -0.6909
6.2924,   6.3083,   -1.4892
6.5681,   6.8044,   -3.2954
5.7453,   9.0954,   0.6969
7.4426,   8.4341,   -0.9015
8.4889,   8.0182,   2.1840
5.3425,   7.5777,   1.3465
8.3000,   6.5891,   1.7527
7.1479,   12.9783,   -1.1759
9.9988,   3.2849,   3.8727
9.1958,   5.1298,   -3.0756
5.8057,   8.8606,   1.9964
8.4988,   9.8263,   2.9305
6.0451,   7.6296,   -0.4434
10.5192,   5.1301,   4.3516
6.8037,   5.5266,   5.1260
6.4958,   7.8842,   -0.2455
4.9463,   6.3634,   0.1437
8.2724,   7.9919,   1.0225
7.7179,   5.0093,   3.5735
7.5255,   6.8594,   -0.0102
11.2264,   6.2635,   3.1080
8.8584,   7.2976,   2.3924
5.0191,   8.8802,   6.7093
7.9296,   6.2102,   2.1763
6.3636,   4.5674,   -1.4429
7.9288,   4.5079,   0.1412
4.9364,   8.6843,   -3.1518
8.3148,   7.3466,   3.0071
9.6793,   5.7316,   6.6257
5.8658,   9.0140,   -1.1980
7.5798,   6.0541,   7.5457
10.1831,   6.6049,   3.7916
10.7536,   9.3889,   4.7082
10.4508,   9.6758,   2.8999
8.0913,   6.2359,   5.4639
6.8729,   9.3019,   1.7057
7.2270,   10.7533,   2.4009
6.9097,   8.2195,   5.2101
7.5333,   5.8789,   -0.8863
7.7037,   5.0302,   -3.1017
5.2162,   5.5445,   0.5894
4.3324,   9.7405,   6.1282
8.8525,   8.4273,   2.1038
7.0821,   7.9908,   8.3635
11.8294,   7.6587,   3.3054
9.4501,   8.2985,   2.4915
7.2639,   8.7568,   3.9360
10.1787,   8.6711,   2.6045
6.2081,   11.0632,   3.7955
6.5607,   11.6365,   9.6688
11.9354,   10.7851,   1.6685
5.8018,   8.9965,   5.7987
9.4174,   8.0515,   4.5315
10.9714,   9.5251,   2.7986
5.3382,   6.3293,   0.7184
4.5074,   10.8244,   0.2889
5.6292,   7.6947,   1.0607
7.6588,   6.0229,   -0.4610
8.8871,   4.2854,   4.2667
5.5098,   10.8426,   -3.5355
8.7078,   5.8467,   -2.1330
9.5510,   11.6668,   1.7306
9.2035,   7.6566,   5.3957
1.4093,   7.3691,   5.5802
9.6151,   8.2676,   0.9060
5.4882,   5.2056,   6.3446
6.1256,   8.9761,   5.6421
4.5896,   8.3766,   4.8957
8.4088,   5.8546,   1.1340
5.6948,   8.8569,   2.1775
7.6939,   8.6987,   8.4327
8.0303,   10.1538,   0.2903
6.2965,   9.6518,   3.3462
6.8043,   11.5283,   0.9163
8.5432,   8.7413,   2.8290
9.3356,   8.2056,   1.8425
2.9289,   10.9773,   1.7501
8.5474,   3.9045,   2.2522
5.3122,   4.6018,   -1.0991
9.4003,   8.1414,   1.5216
5.0179,   5.3565,   1.3714
8.7679,   8.3977,   0.0179
9.0484,   6.7367,   3.1689
6.3459,   10.5430,   2.8706
7.0001,   11.0175,   3.0767
7.9337,   7.2795,   3.5348
7.6900,   9.9801,   3.5877
6.5663,   5.1733,   3.6042
7.2045,   8.8523,   1.4152
10.4895,   10.0202,   -3.4887
9.1127,   6.0419,   -2.6702
10.3145,   10.8021,   4.8490
6.6011,   8.3356,   5.3092
6.7624,   5.9474,   0.9674
7.0657,   7.4706,   4.1519
10.0548,   8.1543,   2.2257
8.6815,   6.2449,   2.4213
5.3867,   9.9323,   4.0488
4.6280,   7.7731,   -1.4793
7.6665,   7.1999,   5.9533
6.6196,   6.5938,   1.8929
6.4192,   11.8724,   4.0679
7.9091,   6.2045,   2.4190
6.2470,   11.0418,   0.4618
7.6566,   6.0824,   4.8726
12.9596,   6.7015,   -1.0516
9.8564,   7.3414,   2.6397
9.8699,   6.2887,   8.0400
7.7475,   7.8436,   3.4415
10.7027,   7.2363,   -1.6053
10.7599,   5.4213,   1.5288
5.1059,   7.1233,   5.4846
10.6509,   7.0646,   1.0094
4.0837,   6.6945,   3.9619
6.7992,   6.1101,   1.6560
6.7782,   4.2560,   -1.2067
7.6252,   4.2908,   -1.6866
8.6364,   8.4561,   10.4127
6.4892,   9.0023,   5.7852
8.6571,   4.7683,   -4.5461
6.9707,   13.4914,   4.8528
4.7154,   8.2822,   4.2357
7.6045,   9.0343,   5.9038
8.8879,   8.2836,   8.6933
6.9520,   6.9765,   -1.0356
8.1877,   8.5039,   1.4539
7.5431,   12.2919,   -0.1759
9.2023,   11.3110,   0.8187
10.4274,   9.8796,   0.6893
8.5528,   11.1514,   -0.9622
6.4805,   10.9276,   -0.3192
10.9721,   10.4493,   4.6414
9.8617,   7.0853,   -1.9713
9.8354,   4.8508,   3.0392
10.6844,   8.5711,   5.4983
10.2225,   6.5788,   5.1994
11.4456,   5.6003,   1.9244
6.4542,   7.9970,   0.2069
8.2333,   9.9489,   0.5473
9.0590,   6.2914,   0.5116
6.3685,   6.3690,   0.9292
6.9474,   5.4463,   0.8188
12.2097,   6.5147,   2.4915
7.8182,   8.4784,   -1.6695
5.9435,   4.7116,   0.0812
9.6955,   8.6519,   1.5887
7.5158,   7.4820,   0.3117
7.1707,   7.7055,   3.8872
10.4393,   7.7114,   0.8220
9.9756,   7.1988,   5.4555
6.9372,   7.9229,   -0.8732
8.5873,   4.9981,   0.1908
7.3708,   8.6644,   1.9762
7.0261,   8.8549,   -0.1741
8.6182,   7.6409,   -0.4860
9.7953,   7.4703,   -2.0322
10.1271,   5.9254,   3.8541
6.6409,   6.5708,   3.9554
10.7808,   7.9016,   2.1604
7.8987,   7.2877,   1.5894
6.0341,   5.4305,   4.0801
9.7472,   5.6059,   -2.6480
9.4609,   8.1995,   2.8214
7.9241,   5.0076,   -1.3532
7.9616,   12.7866,   -1.2513
7.9537,   7.6933,   -1.7547
6.5552,   8.3039,   2.7454
7.8829,   5.3627,   2.1345
5.8847,   12.2166,   2.8375
5.4491,   6.3680,   3.2416
6.9869,   7.5148,   -2.9607
10.5519,   9.8799,   0.4554
6.5680,   2.9769,   4.1170
7.9874,   8.7641,   2.1444
8.3018,   5.1615,   4.9346
11.5457,   9.1267,   -0.7846
